record_id,date,AverageTemperatureFahr,AverageTemperatureUncertaintyFahr,City,country_id,Country,Latitude,Longitude
3779481,1848-7-1,74.2874,35.852,Kherson,UKR,Ukraine,47.42N,31.97E
3781233,1994-7-1,74.2748,32.7938,Kherson,UKR,Ukraine,47.42N,31.97E
3780345,1920-7-1,74.1488,32.8172,Kherson,UKR,Ukraine,47.42N,31.97E
3819603,1938-7-1,74.1254,32.9666,Kiev,UKR,Ukraine,50.63N,31.69E
3780069,1897-7-1,74.0966,32.9054,Kherson,UKR,Ukraine,47.42N,31.97E
3779997,1891-7-1,74.0768,33.098,Kherson,UKR,Ukraine,47.42N,31.97E
5414962,1938-8-1,74.0552,32.6534,Odesa,UKR,Ukraine,45.81N,31.15E
3779901,1883-7-1,74.0336,33.233,Kherson,UKR,Ukraine,47.42N,31.97E
3781161,1988-7-1,74.0084,32.468,Kherson,UKR,Ukraine,47.42N,31.97E
3778305,1750-7-1,73.9742,35.2868,Kherson,UKR,Ukraine,47.42N,31.97E
3779973,1889-7-1,73.9022,32.6534,Kherson,UKR,Ukraine,47.42N,31.97E
3778953,1804-7-1,73.8986,36.7286,Kherson,UKR,Ukraine,47.42N,31.97E
3780897,1966-7-1,73.8878,32.7542,Kherson,UKR,Ukraine,47.42N,31.97E
5413774,1839-8-1,73.8806,37.4504,Odesa,UKR,Ukraine,45.81N,31.15E
3780369,1922-7-1,73.832,32.6822,Kherson,UKR,Ukraine,47.42N,31.97E
5415862,2013-8-1,73.8266,32.63,Odesa,UKR,Ukraine,45.81N,31.15E
5415825,2010-7-1,73.8158,32.6498,Odesa,UKR,Ukraine,45.81N,31.15E
3779241,1828-7-1,73.805,36.5468,Kherson,UKR,Ukraine,47.42N,31.97E
3779925,1885-7-1,73.805,33.4328,Kherson,UKR,Ukraine,47.42N,31.97E
3779049,1812-7-1,73.7528,33.7532,Kherson,UKR,Ukraine,47.42N,31.97E
3780045,1895-7-1,73.7384,32.7308,Kherson,UKR,Ukraine,47.42N,31.97E
3781318,2001-8-1,73.7348,32.369,Kherson,UKR,Ukraine,47.42N,31.97E
3779229,1827-7-1,73.7096,34.7108,Kherson,UKR,Ukraine,47.42N,31.97E
5413617,1826-7-1,73.7006,36.1256,Odesa,UKR,Ukraine,45.81N,31.15E
3779614,1859-8-1,73.6772,32.945,Kherson,UKR,Ukraine,47.42N,31.97E
3820491,2012-7-1,73.6646,32.63,Kiev,UKR,Ukraine,50.63N,31.69E
5415813,2009-7-1,73.6412,32.819,Odesa,UKR,Ukraine,45.81N,31.15E
5415850,2012-8-1,73.6394,32.6282,Odesa,UKR,Ukraine,45.81N,31.15E
3779985,1890-7-1,73.6358,32.6786,Kherson,UKR,Ukraine,47.42N,31.97E
3778606,1775-8-1,73.6034,35.2724,Kherson,UKR,Ukraine,47.42N,31.97E
3780754,1954-8-1,73.5998,32.5022,Kherson,UKR,Ukraine,47.42N,31.97E
5414014,1859-8-1,73.5728,32.8766,Odesa,UKR,Ukraine,45.81N,31.15E
3781450,2012-8-1,73.5548,32.5886,Kherson,UKR,Ukraine,47.42N,31.97E
3780549,1937-7-1,73.5512,32.621,Kherson,UKR,Ukraine,47.42N,31.97E
5414289,1882-7-1,73.5512,32.6966,Odesa,UKR,Ukraine,45.81N,31.15E
5413390,1807-8-1,73.5494,35.6216,Odesa,UKR,Ukraine,45.81N,31.15E
3780669,1947-7-1,73.5278,32.396,Kherson,UKR,Ukraine,47.42N,31.97E
5413006,1775-8-1,73.5278,35.2148,Odesa,UKR,Ukraine,45.81N,31.15E
3779804,1875-6-1,73.5188,33.3752,Kherson,UKR,Ukraine,47.42N,31.97E
3778881,1798-7-1,73.499,36.5234,Kherson,UKR,Ukraine,47.42N,31.97E
5412861,1763-7-1,73.499,35.69,Odesa,UKR,Ukraine,45.81N,31.15E
3778990,1807-8-1,73.4756,35.7422,Kherson,UKR,Ukraine,47.42N,31.97E
3778436,1761-6-1,73.4594,35.798,Kherson,UKR,Ukraine,47.42N,31.97E
3780718,1951-8-1,73.4,32.4482,Kherson,UKR,Ukraine,47.42N,31.97E
3780392,1924-6-1,73.3946,32.8208,Kherson,UKR,Ukraine,47.42N,31.97E
3780789,1957-7-1,73.3946,32.9324,Kherson,UKR,Ukraine,47.42N,31.97E
5414877,1931-7-1,73.3892,32.486,Odesa,UKR,Ukraine,45.81N,31.15E
3778917,1801-7-1,73.3532,36.9878,Kherson,UKR,Ukraine,47.42N,31.97E
5415778,2006-8-1,73.3352,32.5256,Odesa,UKR,Ukraine,45.81N,31.15E
3780717,1951-7-1,73.3226,32.6174,Kherson,UKR,Ukraine,47.42N,31.97E
5413785,1840-7-1,73.3208,33.3608,Odesa,UKR,Ukraine,45.81N,31.15E
5413173,1789-7-1,73.3172,37.1156,Odesa,UKR,Ukraine,45.81N,31.15E
5415154,1954-8-1,73.2974,32.279,Odesa,UKR,Ukraine,45.81N,31.15E
3817479,1761-7-1,73.2848,41.666,Kiev,UKR,Ukraine,50.63N,31.69E
3781149,1987-7-1,73.283,32.6354,Kherson,UKR,Ukraine,47.42N,31.97E
3779601,1858-7-1,73.2812,34.835,Kherson,UKR,Ukraine,47.42N,31.97E
3820335,1999-7-1,73.2794,32.4878,Kiev,UKR,Ukraine,50.63N,31.69E
5413329,1802-7-1,73.2794,35.4218,Odesa,UKR,Ukraine,45.81N,31.15E
3817803,1788-7-1,73.265,39.1892,Kiev,UKR,Ukraine,50.63N,31.69E
3780741,1953-7-1,73.256,32.5994,Kherson,UKR,Ukraine,47.42N,31.97E
3819855,1959-7-1,73.247,32.63,Kiev,UKR,Ukraine,50.63N,31.69E
3781378,2006-8-1,73.238,32.4194,Kherson,UKR,Ukraine,47.42N,31.97E
3781292,1999-6-1,73.2092,32.36,Kherson,UKR,Ukraine,47.42N,31.97E
3778821,1793-7-1,73.1822,40.2188,Kherson,UKR,Ukraine,47.42N,31.97E
3781462,2013-8-1,73.1498,32.819,Kherson,UKR,Ukraine,47.42N,31.97E
5413858,1846-8-1,73.1498,34.3472,Odesa,UKR,Ukraine,45.81N,31.15E
3781245,1995-7-1,73.1174,32.549,Kherson,UKR,Ukraine,47.42N,31.97E
3779110,1817-8-1,73.112,35.303,Kherson,UKR,Ukraine,47.42N,31.97E
3781448,2012-6-1,73.1048,32.8874,Kherson,UKR,Ukraine,47.42N,31.97E
3781388,2007-6-1,73.1012,32.8694,Kherson,UKR,Ukraine,47.42N,31.97E
3778809,1792-7-1,73.0778,36.1922,Kherson,UKR,Ukraine,47.42N,31.97E
3778641,1778-7-1,73.0706,35.3534,Kherson,UKR,Ukraine,47.42N,31.97E
3779480,1848-6-1,73.0616,35.6126,Kherson,UKR,Ukraine,47.42N,31.97E
5413845,1845-7-1,73.0544,33.6308,Odesa,UKR,Ukraine,45.81N,31.15E
3778605,1775-7-1,73.049,35.6054,Kherson,UKR,Ukraine,47.42N,31.97E
5415837,2011-7-1,73.0346,32.5508,Odesa,UKR,Ukraine,45.81N,31.15E
3780430,1927-8-1,73.031,32.5292,Kherson,UKR,Ukraine,47.42N,31.97E
3779482,1848-8-1,73.0274,34.8836,Kherson,UKR,Ukraine,47.42N,31.97E
5415118,1951-8-1,73.022,32.657,Odesa,UKR,Ukraine,45.81N,31.15E
5415261,1963-7-1,73.0148,32.783,Odesa,UKR,Ukraine,45.81N,31.15E
3780752,1954-6-1,73.0076,32.7128,Kherson,UKR,Ukraine,47.42N,31.97E
3780970,1972-8-1,72.9356,32.5436,Kherson,UKR,Ukraine,47.42N,31.97E
3781077,1981-7-1,72.9302,32.4302,Kherson,UKR,Ukraine,47.42N,31.97E
5414301,1883-7-1,72.9158,33.3338,Odesa,UKR,Ukraine,45.81N,31.15E
3781005,1975-7-1,72.914,32.4968,Kherson,UKR,Ukraine,47.42N,31.97E
3780862,1963-8-1,72.9122,32.4266,Kherson,UKR,Ukraine,47.42N,31.97E
5413882,1848-8-1,72.9122,34.6838,Odesa,UKR,Ukraine,45.81N,31.15E
5414566,1905-8-1,72.9104,32.4914,Odesa,UKR,Ukraine,45.81N,31.15E
5413881,1848-7-1,72.8996,35.8448,Odesa,UKR,Ukraine,45.81N,31.15E
5415597,1991-7-1,72.8996,32.6264,Odesa,UKR,Ukraine,45.81N,31.15E
3779505,1850-7-1,72.8888,34.2158,Kherson,UKR,Ukraine,47.42N,31.97E
3778941,1803-7-1,72.887,35.1518,Kherson,UKR,Ukraine,47.42N,31.97E
3781281,1998-7-1,72.8654,32.3042,Kherson,UKR,Ukraine,47.42N,31.97E
3780166,1905-8-1,72.8456,32.567,Kherson,UKR,Ukraine,47.42N,31.97E
3779553,1854-7-1,72.8366,34.0376,Kherson,UKR,Ukraine,47.42N,31.97E
5415130,1952-8-1,72.833,32.6678,Odesa,UKR,Ukraine,45.81N,31.15E
5415742,2003-8-1,72.8312,32.7776,Odesa,UKR,Ukraine,45.81N,31.15E
3781257,1996-7-1,72.8168,32.7542,Kherson,UKR,Ukraine,47.42N,31.97E
5415633,1994-7-1,72.815,32.6678,Odesa,UKR,Ukraine,45.81N,31.15E
3778942,1803-8-1,72.788,36.1382,Kherson,UKR,Ukraine,47.42N,31.97E
5414830,1927-8-1,72.7826,32.5148,Odesa,UKR,Ukraine,45.81N,31.15E
5413641,1828-7-1,72.7736,36.2192,Odesa,UKR,Ukraine,45.81N,31.15E
3781138,1986-8-1,72.7664,32.3978,Kherson,UKR,Ukraine,47.42N,31.97E
5413510,1817-8-1,72.7484,35.285,Odesa,UKR,Ukraine,45.81N,31.15E
5415561,1988-7-1,72.7394,32.5058,Odesa,UKR,Ukraine,45.81N,31.15E
3778365,1755-7-1,72.7322,35.8106,Kherson,UKR,Ukraine,47.42N,31.97E
3778317,1751-7-1,72.725,35.2022,Kherson,UKR,Ukraine,47.42N,31.97E
3780116,1901-6-1,72.7196,32.8028,Kherson,UKR,Ukraine,47.42N,31.97E
5413342,1803-8-1,72.716,36.0752,Odesa,UKR,Ukraine,45.81N,31.15E
3778882,1798-8-1,72.7142,40.0136,Kherson,UKR,Ukraine,47.42N,31.97E
3779757,1871-7-1,72.707,33.0476,Kherson,UKR,Ukraine,47.42N,31.97E
5414506,1900-8-1,72.7016,33.1988,Odesa,UKR,Ukraine,45.81N,31.15E
3778665,1780-7-1,72.689,35.9222,Kherson,UKR,Ukraine,47.42N,31.97E
3780105,1900-7-1,72.6854,32.9972,Kherson,UKR,Ukraine,47.42N,31.97E
3779564,1855-6-1,72.6836,33.5786,Kherson,UKR,Ukraine,47.42N,31.97E
5414973,1939-7-1,72.6836,32.6066,Odesa,UKR,Ukraine,45.81N,31.15E
3778569,1772-7-1,72.6728,36.6548,Kherson,UKR,Ukraine,47.42N,31.97E
5414445,1895-7-1,72.671,32.9054,Odesa,UKR,Ukraine,45.81N,31.15E
5412705,1750-7-1,72.6692,35.2166,Odesa,UKR,Ukraine,45.81N,31.15E
3780753,1954-7-1,72.6584,32.6066,Kherson,UKR,Ukraine,47.42N,31.97E
3778869,1797-7-1,72.6548,36.2894,Kherson,UKR,Ukraine,47.42N,31.97E
5415766,2005-8-1,72.6386,32.4104,Odesa,UKR,Ukraine,45.81N,31.15E
5413282,1798-8-1,72.6296,39.6842,Odesa,UKR,Ukraine,45.81N,31.15E
3778592,1774-6-1,72.6242,41.7398,Kherson,UKR,Ukraine,47.42N,31.97E
3780441,1928-7-1,72.6242,32.7506,Kherson,UKR,Ukraine,47.42N,31.97E
3779685,1865-7-1,72.5972,33.26,Kherson,UKR,Ukraine,47.42N,31.97E
3780106,1900-8-1,72.5882,33.0026,Kherson,UKR,Ukraine,47.42N,31.97E
3780656,1946-6-1,72.5774,32.4482,Kherson,UKR,Ukraine,47.42N,31.97E
3819496,1929-8-1,72.5774,33.4526,Kiev,UKR,Ukraine,50.63N,31.69E
3780346,1920-8-1,72.5738,32.5634,Kherson,UKR,Ukraine,47.42N,31.97E
5415262,1963-8-1,72.5702,32.2538,Odesa,UKR,Ukraine,45.81N,31.15E
5415706,2000-8-1,72.5558,32.3528,Odesa,UKR,Ukraine,45.81N,31.15E
5415574,1989-8-1,72.5504,32.7074,Odesa,UKR,Ukraine,45.81N,31.15E
3781306,2000-8-1,72.5468,32.2754,Kherson,UKR,Ukraine,47.42N,31.97E
5413629,1827-7-1,72.5468,34.439,Odesa,UKR,Ukraine,45.81N,31.15E
3781004,1975-6-1,72.5396,32.7794,Kherson,UKR,Ukraine,47.42N,31.97E
3780825,1960-7-1,72.5324,32.5436,Kherson,UKR,Ukraine,47.42N,31.97E
5413330,1802-8-1,72.5216,35.6666,Odesa,UKR,Ukraine,45.81N,31.15E
5413353,1804-7-1,72.5108,36.5612,Odesa,UKR,Ukraine,45.81N,31.15E
3818439,1841-7-1,72.5054,34.952,Kiev,UKR,Ukraine,50.63N,31.69E
3780790,1957-8-1,72.5036,33.4526,Kherson,UKR,Ukraine,47.42N,31.97E
3817635,1774-7-1,72.4748,42.2528,Kiev,UKR,Ukraine,50.63N,31.69E
3779805,1875-7-1,72.4712,33.3302,Kherson,UKR,Ukraine,47.42N,31.97E
3818259,1826-7-1,72.4712,35.5622,Kiev,UKR,Ukraine,50.63N,31.69E
3778689,1782-7-1,72.4604,40.514,Kherson,UKR,Ukraine,47.42N,31.97E
3781366,2005-8-1,72.4586,32.3186,Kherson,UKR,Ukraine,47.42N,31.97E
3781365,2005-7-1,72.4514,32.3402,Kherson,UKR,Ukraine,47.42N,31.97E
3781461,2013-7-1,72.4496,32.603,Kherson,UKR,Ukraine,47.42N,31.97E
5414769,1922-7-1,72.4478,32.711,Odesa,UKR,Ukraine,45.81N,31.15E
3779050,1812-8-1,72.4442,38.075,Kherson,UKR,Ukraine,47.42N,31.97E
5415345,1970-7-1,72.428,32.198,Odesa,UKR,Ukraine,45.81N,31.15E
3781174,1989-8-1,72.4208,33.0224,Kherson,UKR,Ukraine,47.42N,31.97E
3779266,1830-8-1,72.4136,37.6898,Kherson,UKR,Ukraine,47.42N,31.97E
3778930,1802-8-1,72.4118,35.7278,Kherson,UKR,Ukraine,47.42N,31.97E
3780657,1946-7-1,72.41,32.612,Kherson,UKR,Ukraine,47.42N,31.97E
5414373,1889-7-1,72.3992,32.666,Odesa,UKR,Ukraine,45.81N,31.15E
3779457,1846-7-1,72.3884,35.9366,Kherson,UKR,Ukraine,47.42N,31.97E
3781401,2008-7-1,72.3884,32.531,Kherson,UKR,Ukraine,47.42N,31.97E
3780898,1966-8-1,72.3776,32.9288,Kherson,UKR,Ukraine,47.42N,31.97E
5414758,1921-8-1,72.3722,32.6696,Odesa,UKR,Ukraine,45.81N,31.15E
3778677,1781-7-1,72.3578,37.1048,Kherson,UKR,Ukraine,47.42N,31.97E
5412788,1757-6-1,72.3578,37.5422,Odesa,UKR,Ukraine,45.81N,31.15E
5413594,1824-8-1,72.3578,35.8214,Odesa,UKR,Ukraine,45.81N,31.15E
5413438,1811-8-1,72.3452,37.7834,Odesa,UKR,Ukraine,45.81N,31.15E
3780909,1967-7-1,72.3416,33.134,Kherson,UKR,Ukraine,47.42N,31.97E
4431943,1757-7-1,72.3344,42.8576,Lvov,UKR,Ukraine,50.63N,24.08E
5414469,1897-7-1,72.3272,33.1214,Odesa,UKR,Ukraine,45.81N,31.15E
3779517,1851-7-1,72.3236,36.2444,Kherson,UKR,Ukraine,47.42N,31.97E
3778857,1796-7-1,72.3038,36.0338,Kherson,UKR,Ukraine,47.42N,31.97E
5415538,1986-8-1,72.3002,32.5508,Odesa,UKR,Ukraine,45.81N,31.15E
3779038,1811-8-1,72.2858,37.7942,Kherson,UKR,Ukraine,47.42N,31.97E
5415645,1995-7-1,72.2858,32.648,Odesa,UKR,Ukraine,45.81N,31.15E
3778713,1784-7-1,72.284,39.2648,Kherson,UKR,Ukraine,47.42N,31.97E
5414745,1920-7-1,72.284,32.7362,Odesa,UKR,Ukraine,45.81N,31.15E
3778377,1756-7-1,72.2786,35.7368,Kherson,UKR,Ukraine,47.42N,31.97E
3778341,1753-7-1,72.2768,35.6522,Kherson,UKR,Ukraine,47.42N,31.97E
3778449,1762-7-1,72.2696,36.4964,Kherson,UKR,Ukraine,47.42N,31.97E
5413942,1853-8-1,72.2696,33.9638,Odesa,UKR,Ukraine,45.81N,31.15E
5413450,1812-8-1,72.257,38.021,Odesa,UKR,Ukraine,45.81N,31.15E
5415369,1972-7-1,72.2534,32.6606,Odesa,UKR,Ukraine,45.81N,31.15E
3780730,1952-8-1,72.2462,32.5328,Kherson,UKR,Ukraine,47.42N,31.97E
5414949,1937-7-1,72.2444,32.594,Odesa,UKR,Ukraine,45.81N,31.15E
3778702,1783-8-1,72.239,35.7476,Kherson,UKR,Ukraine,47.42N,31.97E
3780285,1915-7-1,72.2318,32.6066,Kherson,UKR,Ukraine,47.42N,31.97E
5415549,1987-7-1,72.2282,32.711,Odesa,UKR,Ukraine,45.81N,31.15E
3780574,1939-8-1,72.1958,32.369,Kherson,UKR,Ukraine,47.42N,31.97E
3820011,1972-7-1,72.1832,32.6372,Kiev,UKR,Ukraine,50.63N,31.69E
5414746,1920-8-1,72.1814,32.7164,Odesa,UKR,Ukraine,45.81N,31.15E
5415190,1957-8-1,72.1688,33.359,Odesa,UKR,Ukraine,45.81N,31.15E
3779001,1808-7-1,72.1616,35.4452,Kherson,UKR,Ukraine,47.42N,31.97E
3778737,1786-7-1,72.1598,39.3674,Kherson,UKR,Ukraine,47.42N,31.97E
3778364,1755-6-1,72.1508,37.1138,Kherson,UKR,Ukraine,47.42N,31.97E
3779194,1824-8-1,72.1436,35.87,Kherson,UKR,Ukraine,47.42N,31.97E
5414470,1897-8-1,72.1418,32.7038,Odesa,UKR,Ukraine,45.81N,31.15E
3780358,1921-8-1,72.1382,32.7236,Kherson,UKR,Ukraine,47.42N,31.97E
3779301,1833-7-1,72.131,34.9394,Kherson,UKR,Ukraine,47.42N,31.97E
3780165,1905-7-1,72.1292,32.6264,Kherson,UKR,Ukraine,47.42N,31.97E
3820252,1992-8-1,72.1238,32.4356,Kiev,UKR,Ukraine,50.63N,31.69E
5413102,1783-8-1,72.1202,35.7422,Odesa,UKR,Ukraine,45.81N,31.15E
3817815,1789-7-1,72.1166,37.2776,Kiev,UKR,Ukraine,50.63N,31.69E
3780070,1897-8-1,72.1148,32.6408,Kherson,UKR,Ukraine,47.42N,31.97E
3817430,1757-6-1,72.095,37.6898,Kiev,UKR,Ukraine,50.63N,31.69E
5414397,1891-7-1,72.0914,33.0674,Odesa,UKR,Ukraine,45.81N,31.15E
5413090,1782-8-1,72.0896,38.039,Odesa,UKR,Ukraine,45.81N,31.15E
3818931,1882-7-1,72.0878,33.4076,Kiev,UKR,Ukraine,50.63N,31.69E
3820334,1999-6-1,72.0752,32.4662,Kiev,UKR,Ukraine,50.63N,31.69E
3779697,1866-7-1,72.0572,33.7298,Kherson,UKR,Ukraine,47.42N,31.97E
3781342,2003-8-1,72.0536,32.6588,Kherson,UKR,Ukraine,47.42N,31.97E
5414385,1890-7-1,72.05,32.8586,Odesa,UKR,Ukraine,45.81N,31.15E
3779181,1823-7-1,72.0446,34.3922,Kherson,UKR,Ukraine,47.42N,31.97E
3779649,1862-7-1,72.0338,33.809,Kherson,UKR,Ukraine,47.42N,31.97E
5413666,1830-8-1,72.023,37.769,Odesa,UKR,Ukraine,45.81N,31.15E
3781460,2013-6-1,72.0176,32.5256,Kherson,UKR,Ukraine,47.42N,31.97E
3779865,1880-7-1,72.014,32.9252,Kherson,UKR,Ukraine,47.42N,31.97E
5413281,1798-7-1,72.0104,36.4118,Odesa,UKR,Ukraine,45.81N,31.15E
3779300,1833-6-1,72.0068,36.0554,Kherson,UKR,Ukraine,47.42N,31.97E
5413918,1851-8-1,71.9996,35.7422,Odesa,UKR,Ukraine,45.81N,31.15E
3778893,1799-7-1,71.987,36.3488,Kherson,UKR,Ukraine,47.42N,31.97E
3779734,1869-8-1,71.9852,33.5084,Kherson,UKR,Ukraine,47.42N,31.97E
5413449,1812-7-1,71.9816,34.0466,Odesa,UKR,Ukraine,45.81N,31.15E
3779542,1853-8-1,71.9762,33.8432,Kherson,UKR,Ukraine,47.42N,31.97E
3781126,1985-8-1,71.9744,32.4698,Kherson,UKR,Ukraine,47.42N,31.97E
5415297,1966-7-1,71.9726,32.567,Odesa,UKR,Ukraine,45.81N,31.15E
5415298,1966-8-1,71.9708,32.7038,Odesa,UKR,Ukraine,45.81N,31.15E
3780417,1926-7-1,71.969,32.4428,Kherson,UKR,Ukraine,47.42N,31.97E
3819700,1946-8-1,71.9654,33.143,Kiev,UKR,Ukraine,50.63N,31.69E
3781076,1981-6-1,71.96,32.6192,Kherson,UKR,Ukraine,47.42N,31.97E
5413870,1847-8-1,71.9474,33.8954,Odesa,UKR,Ukraine,45.81N,31.15E
5414026,1860-8-1,71.9474,33.8594,Odesa,UKR,Ukraine,45.81N,31.15E
5413317,1801-7-1,71.9456,36.8348,Odesa,UKR,Ukraine,45.81N,31.15E
3780429,1927-7-1,71.942,32.5382,Kherson,UKR,Ukraine,47.42N,31.97E
3780765,1955-7-1,71.9384,32.3636,Kherson,UKR,Ukraine,47.42N,31.97E
3818967,1885-7-1,71.9348,33.6074,Kiev,UKR,Ukraine,50.63N,31.69E
