record_id,date,AverageTemperatureFahr,AverageTemperatureUncertaintyFahr,City,country_id,Country,Latitude,Longitude
4673157,2013-6-1,67.2476,33.1106,Marseille,FRA,France,42.59N,6.55E
5702515,2013-6-1,61.412,32.4878,Paris,FRA,France,49.03N,2.45E
1101236,2013-6-1,71.2112,32.7182,Brasília,BRA,Brazil,15.27S,47.50W
1349012,2013-6-1,56.786,32.828,Canoas,BRA,Brazil,29.74S,51.69W
3781459,2013-5-1,67.5176,32.3798,Kherson,UKR,Ukraine,47.42N,31.97E
3820501,2013-5-1,66.2,32.54,Kiev,UKR,Ukraine,50.63N,31.69E
5415859,2013-5-1,64.4,32.5058,Odesa,UKR,Ukraine,45.81N,31.15E
4435013,2013-5-1,61.0322,32.738,Lvov,UKR,Ukraine,50.63N,24.08E
7899936,2013-5-1,53.8052,32.6768,Uppsala,SWE,Sweden,60.27N,16.22E
7180637,2013-5-1,51.3428,32.6876,Stockholm,SWE,Sweden,58.66N,18.46E
1358225,2013-5-1,59.8514,33.7118,Cape Town,SOU,South Africa,32.95S,18.19E
3503447,2013-5-1,53.8772,32.4878,Johannesburg,SOU,South Africa,26.52S,28.66E
8159630,2013-5-1,60.1574,32.3348,Warsaw,POL,Poland,52.24N,21.02E
8258726,2013-5-1,55.0544,32.4896,Wroclaw,POL,Poland,50.63N,16.48E
476300,2013-5-1,59.5004,32.8064,Auckland,NEW,New Zealand,36.17S,175.03E
2847700,2013-5-1,54.9878,32.5832,Hamilton,NEW,New Zealand,37.78S,174.92E
7716943,2013-5-1,65.1596,32.3132,Tottori,JAP,Japan,34.56N,134.27E
7661242,2013-5-1,62.1626,32.7128,Tokyo,JAP,Japan,36.17N,139.23E
4673156,2013-5-1,59.594,32.9216,Marseille,FRA,France,42.59N,6.55E
5702514,2013-5-1,53.0654,32.5076,Paris,FRA,France,49.03N,2.45E
1101235,2013-5-1,72.2642,32.5688,Brasília,BRA,Brazil,15.27S,47.50W
1349011,2013-5-1,60.0116,32.6786,Canoas,BRA,Brazil,29.74S,51.69W
3781458,2013-4-1,52.5758,32.7434,Kherson,UKR,Ukraine,47.42N,31.97E
5415858,2013-4-1,51.4544,32.8928,Odesa,UKR,Ukraine,45.81N,31.15E
3820500,2013-4-1,49.6886,32.6138,Kiev,UKR,Ukraine,50.63N,31.69E
4435012,2013-4-1,47.9156,32.5958,Lvov,UKR,Ukraine,50.63N,24.08E
7180636,2013-4-1,36.8096,33.2096,Stockholm,SWE,Sweden,58.66N,18.46E
7899935,2013-4-1,36.4604,32.909,Uppsala,SWE,Sweden,60.27N,16.22E
1358224,2013-4-1,63.302,35.231,Cape Town,SOU,South Africa,32.95S,18.19E
3503446,2013-4-1,59.135,32.6066,Johannesburg,SOU,South Africa,26.52S,28.66E
8258725,2013-4-1,46.2902,32.2808,Wroclaw,POL,Poland,50.63N,16.48E
8159629,2013-4-1,46.2812,32.5526,Warsaw,POL,Poland,52.24N,21.02E
476299,2013-4-1,64.1102,32.7686,Auckland,NEW,New Zealand,36.17S,175.03E
2847699,2013-4-1,61.2032,32.7074,Hamilton,NEW,New Zealand,37.78S,174.92E
7716942,2013-4-1,54.4604,32.5922,Tottori,JAP,Japan,34.56N,134.27E
7661241,2013-4-1,52.358,32.8874,Tokyo,JAP,Japan,36.17N,139.23E
4673155,2013-4-1,56.8076,32.9126,Marseille,FRA,France,42.59N,6.55E
5702513,2013-4-1,49.2062,32.4518,Paris,FRA,France,49.03N,2.45E
1101234,2013-4-1,72.6332,32.4158,Brasília,BRA,Brazil,15.27S,47.50W
1349010,2013-4-1,66.578,32.9342,Canoas,BRA,Brazil,29.74S,51.69W
5415857,2013-3-1,38.8004,32.972,Odesa,UKR,Ukraine,45.81N,31.15E
3781457,2013-3-1,35.4794,33.0062,Kherson,UKR,Ukraine,47.42N,31.97E
4435011,2013-3-1,28.6322,32.4734,Lvov,UKR,Ukraine,50.63N,24.08E
3820499,2013-3-1,28.3244,32.5238,Kiev,UKR,Ukraine,50.63N,31.69E
7180635,2013-3-1,26.0564,32.936,Stockholm,SWE,Sweden,58.66N,18.46E
7899934,2013-3-1,22.4888,33.3788,Uppsala,SWE,Sweden,60.27N,16.22E
3503445,2013-3-1,66.2594,33.467,Johannesburg,SOU,South Africa,26.52S,28.66E
8258724,2013-3-1,29.948,32.4536,Wroclaw,POL,Poland,50.63N,16.48E
8159628,2013-3-1,28.6682,32.6336,Warsaw,POL,Poland,52.24N,21.02E
476298,2013-3-1,66.7688,32.7362,Auckland,NEW,New Zealand,36.17S,175.03E
2847698,2013-3-1,65.0156,32.6498,Hamilton,NEW,New Zealand,37.78S,174.92E
7716941,2013-3-1,49.4456,32.9468,Tottori,JAP,Japan,34.56N,134.27E
7661240,2013-3-1,46.319,34.016,Tokyo,JAP,Japan,36.17N,139.23E
4673154,2013-3-1,52.835,33.2042,Marseille,FRA,France,42.59N,6.55E
5702512,2013-3-1,40.226,32.6066,Paris,FRA,France,49.03N,2.45E
1101233,2013-3-1,74.687,32.5346,Brasília,BRA,Brazil,15.27S,47.50W
1349009,2013-3-1,69.9098,32.8802,Canoas,BRA,Brazil,29.74S,51.69W
5415856,2013-2-1,39.2324,32.6642,Odesa,UKR,Ukraine,45.81N,31.15E
3781456,2013-2-1,34.2194,32.63,Kherson,UKR,Ukraine,47.42N,31.97E
4435010,2013-2-1,30.542,32.5922,Lvov,UKR,Ukraine,50.63N,24.08E
3820498,2013-2-1,30.3638,32.765,Kiev,UKR,Ukraine,50.63N,31.69E
7180634,2013-2-1,31.1306,32.9396,Stockholm,SWE,Sweden,58.66N,18.46E
7899933,2013-2-1,24.0458,33.3392,Uppsala,SWE,Sweden,60.27N,16.22E
3503444,2013-2-1,69.6902,33.9908,Johannesburg,SOU,South Africa,26.52S,28.66E
1358222,2013-2-1,69.3482,33.881,Cape Town,SOU,South Africa,32.95S,18.19E
8159627,2013-2-1,30.866,33.0098,Warsaw,POL,Poland,52.24N,21.02E
8258723,2013-2-1,30.5168,32.9576,Wroclaw,POL,Poland,50.63N,16.48E
476297,2013-2-1,66.6932,33.1376,Auckland,NEW,New Zealand,36.17S,175.03E
2847697,2013-2-1,65.975,32.9828,Hamilton,NEW,New Zealand,37.78S,174.92E
7716940,2013-2-1,40.64,32.7056,Tottori,JAP,Japan,34.56N,134.27E
7661239,2013-2-1,35.6828,33.0062,Tokyo,JAP,Japan,36.17N,139.23E
4673153,2013-2-1,47.7644,32.7434,Marseille,FRA,France,42.59N,6.55E
5702511,2013-2-1,36.4208,32.5076,Paris,FRA,France,49.03N,2.45E
1101232,2013-2-1,75.2612,32.4554,Brasília,BRA,Brazil,15.27S,47.50W
1349008,2013-2-1,74.813,32.7812,Canoas,BRA,Brazil,29.74S,51.69W
5415855,2013-1-1,36.3506,32.918,Odesa,UKR,Ukraine,45.81N,31.15E
3781455,2013-1-1,28.328,32.8622,Kherson,UKR,Ukraine,47.42N,31.97E
4435009,2013-1-1,24.6776,33.2006,Lvov,UKR,Ukraine,50.63N,24.08E
3820497,2013-1-1,23.2268,33.0692,Kiev,UKR,Ukraine,50.63N,31.69E
7180633,2013-1-1,30.0578,32.8478,Stockholm,SWE,Sweden,58.66N,18.46E
7899932,2013-1-1,21.083,33.2042,Uppsala,SWE,Sweden,60.27N,16.22E
3503443,2013-1-1,69.2114,33.4022,Johannesburg,SOU,South Africa,26.52S,28.66E
1358221,2013-1-1,68.981,33.845,Cape Town,SOU,South Africa,32.95S,18.19E
8258722,2013-1-1,28.4612,32.6318,Wroclaw,POL,Poland,50.63N,16.48E
8159626,2013-1-1,25.0844,33.1268,Warsaw,POL,Poland,52.24N,21.02E
476296,2013-1-1,66.722,32.819,Auckland,NEW,New Zealand,36.17S,175.03E
2847696,2013-1-1,66.4466,32.9252,Hamilton,NEW,New Zealand,37.78S,174.92E
7716939,2013-1-1,38.6276,32.4572,Tottori,JAP,Japan,34.56N,134.27E
7661238,2013-1-1,34.3184,32.5166,Tokyo,JAP,Japan,36.17N,139.23E
4673152,2013-1-1,51.6866,33.1736,Marseille,FRA,France,42.59N,6.55E
5702510,2013-1-1,37.4792,33.3428,Paris,FRA,France,49.03N,2.45E
1349007,2013-1-1,74.1812,32.9792,Canoas,BRA,Brazil,29.74S,51.69W
1101231,2013-1-1,72.9068,33.0944,Brasília,BRA,Brazil,15.27S,47.50W
5415851,2012-9-1,66.9866,32.8352,Odesa,UKR,Ukraine,45.81N,31.15E
3781451,2012-9-1,64.9814,32.432,Kherson,UKR,Ukraine,47.42N,31.97E
3820493,2012-9-1,60.4742,32.5598,Kiev,UKR,Ukraine,50.63N,31.69E
4435005,2012-9-1,59.4212,32.666,Lvov,UKR,Ukraine,50.63N,24.08E
7180629,2012-9-1,55.571,32.6048,Stockholm,SWE,Sweden,58.66N,18.46E
7899928,2012-9-1,49.8326,32.5508,Uppsala,SWE,Sweden,60.27N,16.22E
3503439,2012-9-1,58.5878,32.7794,Johannesburg,SOU,South Africa,26.52S,28.66E
1358217,2012-9-1,56.8598,32.9738,Cape Town,SOU,South Africa,32.95S,18.19E
8159622,2012-9-1,58.595,32.3186,Warsaw,POL,Poland,52.24N,21.02E
8258718,2012-9-1,57.1946,32.5094,Wroclaw,POL,Poland,50.63N,16.48E
476292,2012-9-1,56.1812,33.0116,Auckland,NEW,New Zealand,36.17S,175.03E
2847692,2012-9-1,53.5244,32.9972,Hamilton,NEW,New Zealand,37.78S,174.92E
7716935,2012-9-1,75.7328,32.7236,Tottori,JAP,Japan,34.56N,134.27E
7661234,2012-9-1,73.895,32.6264,Tokyo,JAP,Japan,36.17N,139.23E
4673148,2012-9-1,70.3328,32.6768,Marseille,FRA,France,42.59N,6.55E
5702506,2012-9-1,59.6282,32.6372,Paris,FRA,France,49.03N,2.45E
1101227,2012-9-1,76.6544,32.2826,Brasília,BRA,Brazil,15.27S,47.50W
1349003,2012-9-1,63.6206,32.6858,Canoas,BRA,Brazil,29.74S,51.69W
5415850,2012-8-1,73.6394,32.6282,Odesa,UKR,Ukraine,45.81N,31.15E
3781450,2012-8-1,73.5548,32.5886,Kherson,UKR,Ukraine,47.42N,31.97E
3820492,2012-8-1,68.594,32.7974,Kiev,UKR,Ukraine,50.63N,31.69E
4435004,2012-8-1,66.3908,32.5202,Lvov,UKR,Ukraine,50.63N,24.08E
7180628,2012-8-1,61.1348,32.3762,Stockholm,SWE,Sweden,58.66N,18.46E
7899927,2012-8-1,58.2422,32.4212,Uppsala,SWE,Sweden,60.27N,16.22E
3503438,2012-8-1,55.1462,33.1448,Johannesburg,SOU,South Africa,26.52S,28.66E
1358216,2012-8-1,52.6514,33.7712,Cape Town,SOU,South Africa,32.95S,18.19E
8159621,2012-8-1,65.9192,32.711,Warsaw,POL,Poland,52.24N,21.02E
8258717,2012-8-1,64.9832,32.6354,Wroclaw,POL,Poland,50.63N,16.48E
476291,2012-8-1,55.4162,33.2276,Auckland,NEW,New Zealand,36.17S,175.03E
2847691,2012-8-1,51.2726,33.1826,Hamilton,NEW,New Zealand,37.78S,174.92E
7716934,2012-8-1,82.8104,32.8784,Tottori,JAP,Japan,34.56N,134.27E
7661233,2012-8-1,80.0258,32.8676,Tokyo,JAP,Japan,36.17N,139.23E
4673147,2012-8-1,77.4248,32.7524,Marseille,FRA,France,42.59N,6.55E
5702505,2012-8-1,68.1854,32.9396,Paris,FRA,France,49.03N,2.45E
1101226,2012-8-1,70.8296,32.9954,Brasília,BRA,Brazil,15.27S,47.50W
1349002,2012-8-1,63.5216,34.0286,Canoas,BRA,Brazil,29.74S,51.69W
3781449,2012-7-1,78.2132,32.9612,Kherson,UKR,Ukraine,47.42N,31.97E
5415849,2012-7-1,76.4726,33.0854,Odesa,UKR,Ukraine,45.81N,31.15E
3820491,2012-7-1,73.6646,32.63,Kiev,UKR,Ukraine,50.63N,31.69E
4435003,2012-7-1,70.952,32.6192,Lvov,UKR,Ukraine,50.63N,24.08E
7180627,2012-7-1,61.988,32.9846,Stockholm,SWE,Sweden,58.66N,18.46E
7899926,2012-7-1,60.5534,32.6966,Uppsala,SWE,Sweden,60.27N,16.22E
1358215,2012-7-1,55.7546,33.575,Cape Town,SOU,South Africa,32.95S,18.19E
3503437,2012-7-1,48.2648,33.0674,Johannesburg,SOU,South Africa,26.52S,28.66E
8159620,2012-7-1,69.4418,32.6048,Warsaw,POL,Poland,52.24N,21.02E
8258716,2012-7-1,65.5178,32.5598,Wroclaw,POL,Poland,50.63N,16.48E
476290,2012-7-1,55.0058,32.9612,Auckland,NEW,New Zealand,36.17S,175.03E
2847690,2012-7-1,49.5914,32.7542,Hamilton,NEW,New Zealand,37.78S,174.92E
7716933,2012-7-1,80.0834,32.7938,Tottori,JAP,Japan,34.56N,134.27E
7661232,2012-7-1,75.9992,32.6984,Tokyo,JAP,Japan,36.17N,139.23E
4673146,2012-7-1,73.7798,32.6732,Marseille,FRA,France,42.59N,6.55E
5702504,2012-7-1,64.7474,32.495,Paris,FRA,France,49.03N,2.45E
1101225,2012-7-1,69.9566,32.3384,Brasília,BRA,Brazil,15.27S,47.50W
1349001,2012-7-1,53.9906,32.8172,Canoas,BRA,Brazil,29.74S,51.69W
3781448,2012-6-1,73.1048,32.8874,Kherson,UKR,Ukraine,47.42N,31.97E
5415848,2012-6-1,70.3742,32.8946,Odesa,UKR,Ukraine,45.81N,31.15E
3820490,2012-6-1,67.64,32.477,Kiev,UKR,Ukraine,50.63N,31.69E
4435002,2012-6-1,64.2488,32.7632,Lvov,UKR,Ukraine,50.63N,24.08E
7899925,2012-6-1,53.4344,33.143,Uppsala,SWE,Sweden,60.27N,16.22E
7180626,2012-6-1,52.2644,32.954,Stockholm,SWE,Sweden,58.66N,18.46E
1358214,2012-6-1,55.211,32.729,Cape Town,SOU,South Africa,32.95S,18.19E
3503436,2012-6-1,48.6032,32.738,Johannesburg,SOU,South Africa,26.52S,28.66E
8159619,2012-6-1,62.33,32.6426,Warsaw,POL,Poland,52.24N,21.02E
8258715,2012-6-1,60.3392,32.9306,Wroclaw,POL,Poland,50.63N,16.48E
476289,2012-6-1,55.3136,32.4446,Auckland,NEW,New Zealand,36.17S,175.03E
2847689,2012-6-1,49.9568,32.4086,Hamilton,NEW,New Zealand,37.78S,174.92E
7716932,2012-6-1,71.0366,32.3978,Tottori,JAP,Japan,34.56N,134.27E
7661231,2012-6-1,66.8462,32.387,Tokyo,JAP,Japan,36.17N,139.23E
4673145,2012-6-1,69.3968,32.6426,Marseille,FRA,France,42.59N,6.55E
5702503,2012-6-1,60.2906,32.7578,Paris,FRA,France,49.03N,2.45E
1101224,2012-6-1,70.979,32.5706,Brasília,BRA,Brazil,15.27S,47.50W
1349000,2012-6-1,55.5692,33.8576,Canoas,BRA,Brazil,29.74S,51.69W
3781447,2012-5-1,67.703,32.7668,Kherson,UKR,Ukraine,47.42N,31.97E
3820489,2012-5-1,64.5836,32.5598,Kiev,UKR,Ukraine,50.63N,31.69E
5415847,2012-5-1,64.2794,32.6966,Odesa,UKR,Ukraine,45.81N,31.15E
4435001,2012-5-1,60.2222,32.522,Lvov,UKR,Ukraine,50.63N,24.08E
7899924,2012-5-1,50.2016,32.441,Uppsala,SWE,Sweden,60.27N,16.22E
7180625,2012-5-1,48.5366,32.7848,Stockholm,SWE,Sweden,58.66N,18.46E
1358213,2012-5-1,57.6032,33.1826,Cape Town,SOU,South Africa,32.95S,18.19E
3503435,2012-5-1,55.976,32.8748,Johannesburg,SOU,South Africa,26.52S,28.66E
8159618,2012-5-1,59.6102,32.8298,Warsaw,POL,Poland,52.24N,21.02E
8258714,2012-5-1,57.8606,32.6102,Wroclaw,POL,Poland,50.63N,16.48E
476288,2012-5-1,58.2242,32.7686,Auckland,NEW,New Zealand,36.17S,175.03E
2847688,2012-5-1,53.4128,32.5364,Hamilton,NEW,New Zealand,37.78S,174.92E
7716931,2012-5-1,64.5368,32.3222,Tottori,JAP,Japan,34.56N,134.27E
7661230,2012-5-1,62.006,32.4716,Tokyo,JAP,Japan,36.17N,139.23E
4673144,2012-5-1,62.5118,32.5868,Marseille,FRA,France,42.59N,6.55E
5702502,2012-5-1,58.748,32.4266,Paris,FRA,France,49.03N,2.45E
1101223,2012-5-1,70.4966,32.7938,Brasília,BRA,Brazil,15.27S,47.50W
1348999,2012-5-1,63.0392,33.233,Canoas,BRA,Brazil,29.74S,51.69W
3781446,2012-4-1,54.9968,32.7488,Kherson,UKR,Ukraine,47.42N,31.97E
5415846,2012-4-1,53.0348,33.2672,Odesa,UKR,Ukraine,45.81N,31.15E
3820488,2012-4-1,52.961,32.5292,Kiev,UKR,Ukraine,50.63N,31.69E
4435000,2012-4-1,49.0748,33.017,Lvov,UKR,Ukraine,50.63N,24.08E
7180624,2012-4-1,38.5052,32.7758,Stockholm,SWE,Sweden,58.66N,18.46E
7899923,2012-4-1,37.6772,32.7308,Uppsala,SWE,Sweden,60.27N,16.22E
1358212,2012-4-1,63.0032,33.242,Cape Town,SOU,South Africa,32.95S,18.19E
3503434,2012-4-1,58.4834,32.5652,Johannesburg,SOU,South Africa,26.52S,28.66E
8159617,2012-4-1,48.5744,32.6912,Warsaw,POL,Poland,52.24N,21.02E
8258713,2012-4-1,46.7348,32.621,Wroclaw,POL,Poland,50.63N,16.48E
476287,2012-4-1,62.888,32.6354,Auckland,NEW,New Zealand,36.17S,175.03E
2847687,2012-4-1,59.594,32.7308,Hamilton,NEW,New Zealand,37.78S,174.92E
7716930,2012-4-1,56.7662,32.387,Tottori,JAP,Japan,34.56N,134.27E
7661229,2012-4-1,52.439,32.4158,Tokyo,JAP,Japan,36.17N,139.23E
4673143,2012-4-1,56.8256,32.4716,Marseille,FRA,France,42.59N,6.55E
5702501,2012-4-1,47.8058,32.3312,Paris,FRA,France,49.03N,2.45E
1101222,2012-4-1,74.3594,32.4788,Brasília,BRA,Brazil,15.27S,47.50W
1348998,2012-4-1,65.8148,33.0116,Canoas,BRA,Brazil,29.74S,51.69W
4434999,2012-3-1,39.2738,32.3438,Lvov,UKR,Ukraine,50.63N,24.08E
5415845,2012-3-1,38.8688,33.1142,Odesa,UKR,Ukraine,45.81N,31.15E
3781445,2012-3-1,36.2768,32.8172,Kherson,UKR,Ukraine,47.42N,31.97E
3820487,2012-3-1,34.151,32.5886,Kiev,UKR,Ukraine,50.63N,31.69E
7180623,2012-3-1,39.0128,32.4158,Stockholm,SWE,Sweden,58.66N,18.46E
7899922,2012-3-1,37.292,32.423,Uppsala,SWE,Sweden,60.27N,16.22E
1358211,2012-3-1,67.4726,33.7208,Cape Town,SOU,South Africa,32.95S,18.19E
3503433,2012-3-1,66.3746,32.7668,Johannesburg,SOU,South Africa,26.52S,28.66E
8258712,2012-3-1,41.846,32.252,Wroclaw,POL,Poland,50.63N,16.48E
8159616,2012-3-1,40.127,32.513,Warsaw,POL,Poland,52.24N,21.02E
476286,2012-3-1,64.418,32.495,Auckland,NEW,New Zealand,36.17S,175.03E
2847686,2012-3-1,62.4218,32.4896,Hamilton,NEW,New Zealand,37.78S,174.92E
7716929,2012-3-1,46.0094,32.2556,Tottori,JAP,Japan,34.56N,134.27E
7661228,2012-3-1,42.1106,32.2826,Tokyo,JAP,Japan,36.17N,139.23E
4673142,2012-3-1,55.3766,32.5778,Marseille,FRA,France,42.59N,6.55E
5702500,2012-3-1,49.4978,32.6102,Paris,FRA,France,49.03N,2.45E
1101221,2012-3-1,73.9454,32.351,Brasília,BRA,Brazil,15.27S,47.50W
1348997,2012-3-1,72.9752,32.5004,Canoas,BRA,Brazil,29.74S,51.69W
5415844,2012-2-1,23.4986,32.7272,Odesa,UKR,Ukraine,45.81N,31.15E
3781444,2012-2-1,16.5092,32.2664,Kherson,UKR,Ukraine,47.42N,31.97E
4434998,2012-2-1,16.0232,32.6498,Lvov,UKR,Ukraine,50.63N,24.08E
3820486,2012-2-1,12.3044,32.63,Kiev,UKR,Ukraine,50.63N,31.69E
7180622,2012-2-1,28.2704,32.4158,Stockholm,SWE,Sweden,58.66N,18.46E
7899921,2012-2-1,23.5724,32.369,Uppsala,SWE,Sweden,60.27N,16.22E
3503432,2012-2-1,69.7226,32.7974,Johannesburg,SOU,South Africa,26.52S,28.66E
1358210,2012-2-1,68.6804,32.8964,Cape Town,SOU,South Africa,32.95S,18.19E
8258711,2012-2-1,23.2502,32.4158,Wroclaw,POL,Poland,50.63N,16.48E
8159615,2012-2-1,19.7186,32.5778,Warsaw,POL,Poland,52.24N,21.02E
476285,2012-2-1,66.7994,32.585,Auckland,NEW,New Zealand,36.17S,175.03E
7716928,2012-2-1,38.4566,32.3888,Tottori,JAP,Japan,34.56N,134.27E
7661227,2012-2-1,35.3156,32.342,Tokyo,JAP,Japan,36.17N,139.23E
4673141,2012-2-1,45.4622,32.5994,Marseille,FRA,France,42.59N,6.55E
5702499,2012-2-1,34.5596,32.4824,Paris,FRA,France,49.03N,2.45E
1348996,2012-2-1,78.0476,32.738,Canoas,BRA,Brazil,29.74S,51.69W
1101220,2012-2-1,72.9014,32.4842,Brasília,BRA,Brazil,15.27S,47.50W
5415854,2012-12-1,36.905,33.0656,Odesa,UKR,Ukraine,45.81N,31.15E
3781454,2012-12-1,26.8754,33.1862,Kherson,UKR,Ukraine,47.42N,31.97E
4435008,2012-12-1,24.1574,33.2132,Lvov,UKR,Ukraine,50.63N,24.08E
3820496,2012-12-1,22.3916,32.6336,Kiev,UKR,Ukraine,50.63N,31.69E
7180632,2012-12-1,29.8526,32.4608,Stockholm,SWE,Sweden,58.66N,18.46E
7899931,2012-12-1,19.6916,32.6048,Uppsala,SWE,Sweden,60.27N,16.22E
1358220,2012-12-1,69.485,32.9378,Cape Town,SOU,South Africa,32.95S,18.19E
3503442,2012-12-1,66.8372,33.1304,Johannesburg,SOU,South Africa,26.52S,28.66E
8258721,2012-12-1,29.507,32.3132,Wroclaw,POL,Poland,50.63N,16.48E
8159625,2012-12-1,25.5452,32.7308,Warsaw,POL,Poland,52.24N,21.02E
476295,2012-12-1,65.5538,33.1952,Auckland,NEW,New Zealand,36.17S,175.03E
2847695,2012-12-1,65.0588,33.2204,Hamilton,NEW,New Zealand,37.78S,174.92E
7716938,2012-12-1,41.0162,32.5976,Tottori,JAP,Japan,34.56N,134.27E
7661237,2012-12-1,37.3298,32.684,Tokyo,JAP,Japan,36.17N,139.23E
4673151,2012-12-1,53.366,32.6768,Marseille,FRA,France,42.59N,6.55E
5702509,2012-12-1,42.0674,32.8298,Paris,FRA,France,49.03N,2.45E
1349006,2012-12-1,76.7318,33.1826,Canoas,BRA,Brazil,29.74S,51.69W
1101230,2012-12-1,75.6626,33.8558,Brasília,BRA,Brazil,15.27S,47.50W
5415853,2012-11-1,49.8992,32.657,Odesa,UKR,Ukraine,45.81N,31.15E
3781453,2012-11-1,42.1214,32.5904,Kherson,UKR,Ukraine,47.42N,31.97E
4435007,2012-11-1,41.4572,32.4302,Lvov,UKR,Ukraine,50.63N,24.08E
3820495,2012-11-1,39.5474,32.423,Kiev,UKR,Ukraine,50.63N,31.69E
7180631,2012-11-1,44.2382,32.6012,Stockholm,SWE,Sweden,58.66N,18.46E
7899930,2012-11-1,36.3254,32.729,Uppsala,SWE,Sweden,60.27N,16.22E
3503441,2012-11-1,66.29,33.1484,Johannesburg,SOU,South Africa,26.52S,28.66E
